-2.000000e+00 -9.953223e-01 -9.092974e-01
-1.500000e+00 -9.661051e-01 -9.974950e-01
-1.000000e+00 -8.427008e-01 -8.414710e-01
-5.000000e-01 -5.204999e-01 -4.794255e-01
0.000000e+00 0.000000e+00 0.000000e+00
5.000000e-01 5.204999e-01 4.794255e-01
1.000000e+00 8.427008e-01 8.414710e-01
1.500000e+00 9.661051e-01 9.974950e-01
2.000000e+00 9.953223e-01 9.092974e-01



0.000000e+00 0.000000e+00 0.000000e+00
2.550000e-01 2.816198e-01 2.522454e-01
5.100000e-01 5.292436e-01 4.881772e-01
7.650000e-01 7.206912e-01 6.925370e-01
1.020000e+00 8.508380e-01 8.521080e-01
1.275000e+00 9.286310e-01 9.565703e-01
1.530000e+00 9.695162e-01 9.991679e-01
1.785000e+00 9.884095e-01 9.771460e-01
2.040000e+00 9.960858e-01 8.919287e-01
2.295000e+00 9.988280e-01 7.490273e-01
2.550000e+00 9.996893e-01 5.576837e-01
2.805000e+00 9.999272e-01 3.302729e-01
3.060000e+00 9.999849e-01 8.150215e-02
3.315000e+00 9.999972e-01 -1.725396e-01
3.570000e+00 9.999996e-01 -4.154226e-01
3.825000e+00 9.999999e-01 -6.314388e-01
4.080000e+00 1.000000e+00 -8.066177e-01
4.335000e+00 1.000000e+00 -9.296299e-01
4.590000e+00 1.000000e+00 -9.925198e-01
4.845000e+00 1.000000e+00 -9.912200e-01
5.100000e+00 1.000000e+00 -9.258147e-01
5.355000e+00 1.000000e+00 -8.005337e-01
5.610000e+00 1.000000e+00 -6.234795e-01
5.865000e+00 1.000000e+00 -4.061028e-01
6.120000e+00 1.000000e+00 -1.624620e-01
6.375000e+00 1.000000e+00 9.168575e-02
6.630000e+00 1.000000e+00 3.399039e-01
6.885000e+00 1.000000e+00 5.661393e-01
7.140000e+00 1.000000e+00 7.557605e-01
7.395000e+00 1.000000e+00 8.965041e-01
7.650000e+00 1.000000e+00 9.792678e-01
7.905000e+00 1.000000e+00 9.986988e-01
8.160000e+00 1.000000e+00 9.535406e-01
8.415000e+00 1.000000e+00 8.467137e-01
8.670000e+00 1.000000e+00 6.851269e-01
8.925000e+00 1.000000e+00 4.792307e-01
9.180000e+00 1.000000e+00 2.423409e-01
9.435000e+00 1.000000e+00 -1.022186e-02
9.690000e+00 1.000000e+00 -2.621236e-01
9.945000e+00 1.000000e+00 -4.970728e-01
