# N sweep — integral of ln(x)/sqrt(x) on [0,1] = -4  (singularity at x=0)  acc=eps=0.0001  averaged over 8 runs
# N    ncalls   act_err
2  12020  5.333951e-03
4  24275  8.356164e-05
8  52502  1.066681e-04
16  109992  1.693350e-05
32  222640  8.580238e-06
64  448320  3.772148e-06
128  896544  3.824673e-06
256  1796864  9.832385e-07
